Title,Categories,Servings,Ingredients,Generated Recipe - Baseline 1,Generated Recipe - Baseline 2,Generated Recipe - Extended 1,Generated Recipe - Extended 2
cauliflower vinegar sauce,"appetizers	spanish	vegetables	low-fat",4 servings,"1 ea onion, chopped	2 ea garlic cloves finely chopped	1 c  green bell pepper, chopped	1 1/2 ts olive oil	3 1/2 c  cauliflower florets	3 tb vegetable stock	3 tb white wine vinegar	2 ts paprika	1 ts cumin, ground	1/4 ts salt",,,,
ceylon tea-infused vinegar,condiments,7 cups,"7 c  white wine vinegar	8    ceylon tea bags",,,,
chaddesden barley waterenglish,english,4 servings,"1 tb pearl barley	peel of 4 lemons	8 x  lumps of sugar	4 pt boiling water",,,,
charles baddours boston brownies,"desserts	chocolate",1 servings,"4    squares unsweetened chocolat	1/2 lb butter or parkay margarine	2 c  sugar	1 c  flour	4    eggs	2 ts vanilla	1 c  nuts, chopped	1 c  semisweet chocolate chips",,,,
charlottka/charlotte russe,"candies	desserts",6 servings,"16    ladyfinger cookies -- halved	lengthwise	4 lg egg yolks	1/2 c  sugar	1 c  milk	1    2 "" piece	2 ts gelatin -- softened in	1/4 c  cold water	1/2 c  sour cream -- chilled	1/2 c  heavy cream -- chilled	1    raspberry puree	vanilla bean",,,,
chcolate dream dessert,"miamiherald	desserts	vegan	tofu",4 servings,"1 pk silken tofu (10 1/2 oz)	6 tb honey or rice syrup	1/4 c  cocoa powder	1 ts vanilla extract",,,,
cheddar apple dandy,"cheese	desserts	fruits",6 servings,"6 c  apples; 	1/4 c  sugar	2 ts unbleached flour	1 1/2 c  cheddar; sharp, shredded	3/4 c  unbleached flour	1/4 c  sugar	1/2 ts cinnamon; ground	1/4 ts salt	1/2 c  butter",,,,
cheddar bread ring,breads,4 servings,"2 3/4 c  bread flour	2 ts sugar; granulated	1 pk active dry yeast; or ctive dry yeast; bulk	3/4 ts salt	1 c  milk	2 ts butter	1 1/2 c  cheddar; sharp, shredded	1 x  butter",,,,
roast turkey,"poultry	ceideburg 2",1 servings,"10 lb to 12 lb turkey	1    clove garlic, crushed	1 c  butter, softened	salt	1/2 md onion, chopped	1    carrot, chopped	1    celery rib, chopped	1/4 c  fresh parsley	1 tb chopped fresh rosemary (1/2 dried)	1 tb fresh sage (1/2 dried)	1 tb fresh thyme (1/2 dried)",,,,
french bread lerner,breads,1 servings,"3 c  unbleached white flour	1 1/2 ts salt	3 tb wheatgerm	1 tb dry yeast	1 c  warm water",,,,
french-toasted banana sandwich,"breakfast	fruits	eggs/cheese",2 servings,"1 tb peanut butter (optional)	4    slices whole grain bread	2    bananas	2    eggs	1/3 c  milk	1/2 ts vanilla	pinch each cinnamon and salt	2 ts butter",,,,
fresh ginger muffins,breads,16 servings,"2 oz unpeeled ginger root	3/4 c  sugar	2 tb lemon zest  with some white pith	3 tb sugar	8 tb butter; room temperature	2    eggs	1 c  buttermilk	2 c  all-purpose flour	1/2 ts salt	3/4 ts baking soda",,,,
fresh pasta peas,pasta,2 servings,"2 tb olive oil	1/2    yellow pepper - finely chopped	100 g  peas, cooked	225 g  fresh pasta ribbons	25 g  butter; softened	50 g  cr?me fraiche	25 g  parmesan	freshly ground pepper",,,,
"friday ""meat"" loaf","beans	main dishes",6 servings,"2 c  beans -- cooked	1/2 lb shredded cheddar cheese	1 c  tomatoes -- chopped	1    egg	1 ts onion -- grated	1/2 ts salt	1/2 c  bread crumbs	1 tb butter",,,,
fried chicken breast,"poultry	low fat	powter",4 servings,"4    chicken breasts, skinned	1 c  bread crumbs	1 ts parsley	1/2 ts salt	1/2 ts garlic powder	1/2 ts onion powder	1/2 ts seasoning salt	1/4 c  non fat yogurt	1/4 c  flour	1    egg white, beaten lightly",,,,
fried lake trout,seafood,1 servings,"1    lake trout	1/2 ts salt	2 tb butter	1/4 ts lemon pepper	1 c  sour cream	1/2 ts lemon juice	cornmeal for dredging	shotening for frying",,,,
fried leeks tarragon,"vegetables	appetizers",4 servings,"4    leeks, about 1-in thick, white parts only	1    egg	salt & freshly ground pepper	1 ts finely chopped parsley	1 ts tarragon	flour; for dredging	oil for frying canola, lt. olive or peanut	tarragon vinegar",,,,
friendship cake,"cakes	amish",6 servings,"1 c  peaches	1 c  pineapple	1 c  marachino cherries	1 pk yeast	3 c  sugar",,,,
frontier beans,"mexican	beans	meats",6 servings,"1 c  green onions/tops; sliced	1/2 lb chorizo sausage; bulk	32 oz pinto beans; 	3 ea poblano chiles; roasted, 	1 c  tomato; chopped, 1 lg.	1/4 ts salt",,,,
frozen cinnamon nut yogurt,ice cream,1 servings,"4 c  vanilla yogurt	1 c  sugar	1/2 ts cinnamon	salt	1 c  whipping cream	1 ts vanilla	1 c  walnut pieces",,,,
fruit fritters lemon-bourbon sauce,"creole	desserts",32 servings,"3/4 c  flour,all-purpose	1/2 ts baking powder	1/2 c  water	1 ts vanilla	4    apples	4    bananas	1 tb sugar	1    egg,beaten	1 tb butter or margarine,melted	vegetable oil for deep-fryin	4    pears	1/3 c  sugar	3/4 c  water	1/4 c  bourbon	4 ts lemon juice	1 tb cornstarch	2 tb butter or margarine	3/4 ts lemon rind,grated",,,,
italian love cake,"box cakes	cakes",12 servings,"1 pk fudge marble cake mix	2 lb ricotta cheese	1 c  sugar	4    eggs	1 ts vanilla	8 oz whipping cream	1 pk instant chocolate pudding	1 c  milk",,,,
italian skinny bread sticks,"abm	bread	posted-mm",16 sticks,"1 1/2 ts active dry yeast	2 c  bread flour	1 ts salt	1/4 ts coarsely grd. black pepper	2 tb olive oil	3/4 c  plus 2 tb. water",,,,
itsy bitsy pizza,"snacks	kids",1 servings,"1/2    english muffin; or whole pita bread	tomato sauce	cheese",,,,
jack-o-lantern candy,"candies	microwave",1 servings,"1/2 c  peanut butter	2 tb butter	1 1/4 c  icong sugar - sifted	1 c  cocoa; unsweetened - sifted	1/2 c  milk; evaporated	1 c  peanuts; chopped	2/3 c  coconut; dessicated	red & yellow food colouring	pretzel sticks or-	licorice whips",,,,
jalapeno cornbread claiborne,breads,8 servings,"3 oz sharp cheddar cheese	2 md jalapeno peppers	8 1/2 oz cream-style corn (1 can)	1 c  yellow cornmeal	3    eggs	1 ts salt	1/2 ts baking soda	3/4 c  buttermilk	1/2 c  corn oil	2 tb butter",,,,
jalapeno tartar sauce,sauces,1 cups,"2    egg yolks	1 tb dijon mustard	1/2 c  olive oil	1/2 c  peanut oil	1    lemon, juice only	salt and fresh black pepper	1    dill pickle, finely chopped	1    jalapeno pepper, seeded & finely chopped",,,,
japanese onion soup,"japanese	soups",6 servings,"1    chicken bone	1    onion, diced finely	1/2    carrot, sliced	1    beef bone	1/4    stalk of celery	1/4    piece garlic, smashed	2 qt water",,,,
jean chretiens tortiere,"meats	french can",6 servings,"1 lb pork; ground	1    onion; minced	1 ts poultry seasoning	salt and pepper	1    potato - small, cooked & mashed	pastry;for double-crust pie",,,,
jean-lucs green beans,"vegetables	ceideburg 2",6 servings,"1    smoked turkey wing	1 md yellow onion, diced	2    garlic cloves, minced	2 lb fresh green beans	12    to 16 small red creamer potatoes	1 qt water	salt, if needed	pepper, to taste",,,,
jell-o poke cake,"cakes	snacks",6 servings,"1    white or yellow cake mix (two layer)	(baked and cooled)	1 c  boiling water	1 pk jell-o (any flavor - 4 serving size)	1/2 c  cold water",,,,
beef siciliana,"italian	beef",2 servings,"1 tb lemon juice	1 ds salt	2 ts olive oil	1/4 ts peppercorns, crushed	1 1/2tsp  chopped fresh mint	1    t-bone or porterhouse steak	1/4 ts minced fresh garlic	-(12 oz)",,,,
dads kaluski,"ethnic	vegetables",6 servings,"4 c  flour	1 tb salt	4 c  mashed potatoes	4    eggs	1 lg onion	salt	4 tb butter	pepper",,,,
half  half bars,"cookies	desserts",18 servings,"1 c  semisweet chocolate chips	1 pk (3 oz) cream cheese	1/2 c  condensed milk	2 tb cashews, ground	1/2 c  chopped walnuts	1/4 ts almond extract	1 1/2 c  flour	1/2 ts baking powder	1/4 ts salt	3/4 c  sugar	1/2 c  butter, softened	1 ea egg	1/4 ts almond extract",,,,
ham bone-and-bean soup,soups,8 servings,"10 oz 15-bean soup beans  or other ""ham"" beans	1 1/2 c  ham scraps or fat; divided	1    ham bone (optional)	1    turkey carcass (optional)	1    celery stalk; sliced	1/2    carrot; sliced	1/2    bay leaf; crumbled	2 1/2 qt water (or more)	1    onion; chopped	2    garlic cloves; chopped	salt	freshly ground pepper	tabasco (optional)	finely chopped fresh herbs  (optional) -",,,,
hamburger dump soup,soups,1 servings,"1 lb hamburger	3    bouillon beef cubes	1 cn tomato sauce	3 qt water	1/2 ts salt	1 ts pepper	1    onion, chopped	1/2 ts basil	1 ts parsley flakes	1 cn mushrooms, cut up	3 cn mixed vegetables	1/2 lb noodles of any kind	1 cn tomatoes, cut up",,,,
hard bread pudding,"canadian	misc.",4 servings,"4    cakes of hard bread	1/4 lb salt pork	1 ts pepper	1 md onion",,,,
harvest party mix,appetizers,18 servings,"1/2 c  butter or margarine	1 ts seasoned salt	3 1/2 ts worcestershire sauce	1 ts curry	2 2/3 c  corn chex cereal	2 2/3 c  rice chex cereal	2 2/3 c  wheat chex cereal	1 c  chow mein noodles	1 c  raisins",,,,
hawaiian tempeh kebobs,"vegetarian	grill",2 to 4 servings,"2 tb tamari	1/2 c  lemon juice, fresh	1 ts garlic;pressed	1/4 ts allspice	10 oz tempeh; cut into 12 cubes	1 c  pineapple; cubed	1 c  zucchini; sliced	1 c  tomatoes, cherry	tangy orange sauce (see rec)",,,,
tostada casserole,"mexican	casseroles",4 servings,"1 lb ground beef	2 ts chili powder	1    onion,small,grated	1 cn green chilies(8oz)	1 cn tomato sauce(8oz)	1/4 lb monterey jack cheese	1/4 c  water	1 pk taco shells(4oz)",,,,
seafood pancakes,"appetizers	fish/sea	cakes	pancakes	breakfast",10,"1 c  flour	1/2 lb shrimp, shelled	1    pinch salt	2 tb butter	1    egg, lightly beaten	3 tb flour	4 ts oil	1/4 c  light cream	1 1/2 c  milk plus 1 tbsp	1 c  gruyere cheese	1/2 lb monkfish	2 tb parsley, fresh, chopped	6    scallops	1    salt and pepper	3/4 c  milk	1 1/2 tb oil for frying	2    garlic cloves, chopped",,,,
chicken breast for,poultry,1 servings,"1/2 ea chicken breast	1/4 c  uncooked converted rice	1 c  frozen mixed vegatables	1/2 cn cream-of-whatever soup	1 c  water",,,,
chicken curry kabobs on rice,"chicken	bar-b-q	chinese",6 servings,"1/2 c  yogurt, plain	1/4 ts curry powder	1/4 ts ginger	1 1/2 lb chicken breast	3 c  rice, cooked	2    green onions, sliced	1 ts garlic, minced	1/4 ts chili powder	1/4 ts salt	6    skewers	1    tomato, large, chopped	parsley",,,,
chicken leg stew,poultry,4 servings,"6    chicken legs	2 c  whole mushrooms	1/2 c  margarine	6    carrots	1/2 lb whole green beans	6    ears of corn	6    stocks of celery	2 c  egg noodles",,,,
chicken or duck stuffing,"side rice	stuffing",6 servings,"2 c  warm cooked rice	1/2 c  dried currants	1 c  blanched almonds, finely chopped	1/2 c  yellow onion, finely chopped	4 tb unsalted butter, melted	1/3 c  fresh basil, minced	1/2 c  fresh parsley, minced	1    egg (if using as stuffing)	salt	freshly ground black pepper",,,,
chicken pox pancakes,"crs	kids	hlween	gross",1 servings,"strawberries	pancake mix	bananas	powdered sugar	knife	cutting board	mixing bowl	lg flat skillet	spatula	plates",,,,
chicken teriyaki,"oriental	poultry",8 servings,"2    chicken fryers, cut up	1/2 c  flour	1 ds salt	1 ds pepper	cooking oil	1 c  soy sauce	1 c  sugar	2 tb dry sherry or dry wine	2 tb ginger, freshly grated",,,,
passion fruit curd,desserts,6 servings,"6 lg egg yolks	1/2 c  sugar	1/2 c  frozen passion fruit juice drink concentrate, thawed	1 pn salt	grated rind of 1 lemon	2 tb fresh squeezed lemon juice	4 tb unsalted butter",,,,
passover brownies,"kosher	cookies	desserts	passover",16 servings,"1/2 lb butter or shortening	2    semi-sweet baking choc.bars	1 c  chopped nuts	4    eggs	1 1/2 c  matzo cake meal	2 c  sugar",,,,
passover pain perdu,"kosher	cajun	breads	desserts	passover",6 servings,"1/2 c  milk	1/8 ts salt	6 sl passover sponge cake cut>>>	in thick slices (1"").	2 tb butter	6 tb sugar	1 ts cinnamon",,,,
pasta con broccole,pasta,1 servings,"1 tb garlic, chopped fine	2 tb olive oil	1 x  hot pepper flakes, if you wi	4 c  chopped fresh tomato	2 tb fresh basil (1 tsp dried)	1 ts oregano	1 x  salt as desired	1 x  pepper as desired	1 ea bunch broccoli	1 lb pasta (fusilli, rotelle are",,,,
pasta salmon,"cheese/eggs	fish	vegetables	pasta",4 servings,"1    cup   water	1 t  vinegar	1    bay leaf	8    oz    salmon fillet	1    c     lowfat cottage cheese	2 t  skim milk	1/8 t  nutmeg/grated	8    oz    spinach fettuccine	2/3    c     sun-dried tomatoes	1 t  romano/grated",,,,
pasta z jaj egg spread,"appetizers	poland	upload",3 cups,"8 ea eggs; hard cooked	2/3 lb ham, baked; thinly sliced	4 tb oil, vegetable	paprika, sweet	salt",,,,
paste,info/tips,1 servings,"1 c  flour	2 c  water",,,,
patsys true italian lasagna,"italian	main dish	meats	pasta",8 servings,"3 tb olive oil	1 c  chopped onion	1    clove garlic	1 lb ground beef	2 ts salt	28 oz tomatoes, canned	8 oz tomato sauce	6 oz tomato paste	3/4 c  water	1/2 ts basil	1/2 ts oregano	1 ts sugar	1 tb dried parsley	1 lb lasagna noodles	1 lb cottage cheese	2    eggs	1 lb mozzarella cheese	1 c  grated parmesan or r	cheese or a mixture",,,,
peach crisp usa rice,"desserts	fruits",6 servings,"2 c  cooked brown rice	1 2/3 c  fresh peach chunks	2/3 c  brown sugar, firmly packed - divided	3/4 c  whole wheat flour or- all-purpose flour	1/2 ts cinnamon	1/8 ts ground nutmeg	1/4 c  butter or margarine	1/2 c  chopped walnuts or pecans",,,,
peanut brittle bavarian ring,"ethnic	desserts",8,"2 tb unflavored gelatin	1 c  milk	1 c  strong coffee	1 c  sugar	2    egg whites	1/2 ts salt	2 c  heavy cream	1 c  coarsely broken peanut brittle",,,,
peanut butter snack loaf using biscuit mix,desserts,12 slices,"1/2 c  smooth peanut butter	1/2 c  sugar	1 lg egg	1/2 c  water	1 ts vanilla	1 3/4 c  biscuit mix (see recipe)",,,,
peanut-butter-banana brownie pizza,"desserts	fruits",12 servings,"1 pk brownie mix	1 pk cream cheese, softened	1/4 c  sugar	1/4 c  creamy peanut butter	3    large bananas,peeled,sliced	1/4 c  coarsely chopped peanuts	2    squares semi-sweet chocolate	2 ts butter or margarine",,,,
pear crumble,desserts,6 servings,"4    fresh pears, peeled, cored and sliced	2 tb flour	1/2 ts cinnamon	3/4 c  flour	1/3 c  sugar	1/4 ts salt	1/4 c  butter	1/4 c  finely chopped nuts",,,,
perfect italian white bread,"breads	italian",1 loaf,"1 pk active dry yeast	1 c  lukewarm water	2 tb sugar	1 tb salt	1 c  milk; hot	1/4 c  butter	5 c  enriched flour; up to 6 cups",,,,
persian apple dessert,"desserts	apples",3 servings,"3 md apples, pared and cut up	2 1/2 tb sugar	2 tb lemon juice	1 tb rose or orange flower water (optional)	1 ds salt",,,,
peruvian potato salad,"salads	peruvian",8 servings,"2 lb medium new potatoes	3    eggs; hard-cooked	2    containers cottage cheese	8 oz each (use creamed kind)	1/4 ts red pepper	few drops tabasco	1/8 ts pepper	1 1/2 ts seasoned salt	1 ts salt	2 tb heavy cream	1/3 c  olive oil	1/4 c  onion; minced	1/4 c  parsley; snipped	lettuce leaves	8    ripe olives	few sprigs parsley",,,,
picadillo beef hash,beef,6 servings,"1/4 c  oil	1 ea onion	1 ea green pepper	1 ea clove garlic	1/2 lb ground beef	1/2 lb ground pork	1/4 lb ground ham	3/4 c  capers	1 ts salt	1/8 ts pepper	1/2 c  tomato sauce	1/4 c  dry wine",,,,
bbq onions grilled,sides,1 servings,"6    unpeeled bermuda onions	1 tb red wine vinegar	1 tb water	2 pn pepper	2 tb vegetable	1 tb brown sugar",,,,
bean tortilla casserole,"mexican	beans	casseroles",10 servings,"4 c  water; 	1 lb pinto beans; dried, 	1/2 c  onion; finely chopped, 1 med	2 ea cloves garlic	1 x  chiles; 	1 1/2 ts chicken bouillon; instant	1/8 ts cumin; ground	1/2 c  vegetable oil	2 1/2 c  cooked chicken; diced	12 ea flour tortillas; 	1 1/2 c  dairy sour cream	1 1/2 c  montery jack cheese;shredded	1/4 c  green onions w/tops; sliced",,,,
squaw bread,breads,1 servings,"5/8 c  milk	5/8 c  water 	2 tb oil	1 1/2 tb honey	2 tb raisins	2 tb brown sugar	1 1/2 c  bread flour	1 1/4 c  whole wheat flour	3/4 c  rye flour	3 ts gluten	1 ts salt	2 1/2 ts red star active dry yeast",,,,
starlight sugar crisps,"cookies	entertain",5 dozen cookies oven: 375 degrees f.,"1    pkg(tbl) dry yeast	1/4 c  very warm water	3 3/4 c  all purpose flour	1 1/2 ts salt	1 c  butter or margarine	2    eggs, beaten	1/2 c  sour cream	1 ts vanilla	coating:	1 1/2 c  sugar	2 ts vanilla",,,,
stewed partridges chocolate,"game	poultry",2 servings,"stephen ceideburg	2    partridges, trussed	1    onion, coarsely chopped	1    head garlic, skinned	3    or 4 whole cloves	1    bay leaf	1 c  dry white wine	1 tb sherry wine vinegar	salt, pepper	1 oz semisweet chocolate, grated	fried potato slices",,,,
stir fried asparagus,"vegetables	low-cal",4 servings,"1 lb asparagus	1/2 c  water	1/2 ts instant chicken boullion	1 tb cornstarch	1 tb water, cold	2 tb vegetable oil	1 1/2 c  mushrooms, fresh, sliced	1/8 ts pepper, fresh ground blk",,,,
stir-fried squid peanuts  chiles,"chinese	seafood	ceideburg 2",4 servings,"1 lb squid, cleaned chinese-style [see below. s.c.]	1/4 c  raw peanuts, roughly chopped	4    cloves garlic, minced	1    or more fresh chile peppers, chopped	1 ts cilantro, chopped (optional)	2 ts soy sauce	1/4 c  chicken stock	1 ts cornstarch dissolved in	1 tb stock or water	3 tb to 4 tb vegetable oil",,,,
strawberry balm syrup,"beverages	jams	fruits	spices",1 bottle,"2 pt strawberries	3 c  sugar; approximately	10    lemon balm sprigs, fresh	2 pt raspberries; 4 half pints	3 c  sugar; approximately	10    thyme sprigs, fresh",,,,
strawberry creme brulee,"desserts	fruits",12 servings,"8 c  strawberries, hulled	2 tb rum	2 c  whipping cream	3/4 c  packed brown sugar",,,,
strawberry fool,desserts,8 servings,"2 c  port wine (not tawny port)	1    cinnamon stick (3"")	2    whole cloves	1    vanilla bean, split/scraped	1/8 ts freshly grated nutmeg	12    whole peppercorns, cracked	1 ts grated lemon zest	2 tb lemon juice	1/3 c  sugar	1 c  boysenberries	1 c  raspberries	2 c  blueberries	2 c  strawberries	2 pt strawberries	2 c  heavy cream	1 c  sour cream",,,,
strawberry marlow,"desserts	osg",1 servings,"1 pt strawberries; ripe	24 ea marshmallows	1/4 ts salt	1 c  cream; whipping  - whipped",,,,
strawberry shortcake bisquick,"desserts	fruits",6 servings,"2 pt strawberries; sliced	2/3 c  sugar	2 1/3 c  bisquick	3 tb sugar	3 tb margarine or butter; melted	1/2 c  milk	sugar	3/4 c  whipping (heavy) cream",,,,
strawbery rhubarb cobbler jb,"desserts	fruit",8 servings,"1 c  sugar	4 ts cornstarch	2 tb orange liqueur or orange juice	4 c  sliced fresh rhubarb (1-1/3 lb)	1 c  all-purpose flour	2 tb sugar	1 1/2 ts baking powder	1/4 c  margarine or butter	1    egg	2 tb milk	1 pt fresh strawberries, halved	whipped cream, half-and-half, light cream, or ice cream (optional)",,,,
string bean provencal,vegetables,12 servings,"1 tb olive oil	4 md onions, chopped	4    garlic cloves, chopped	28 oz plum tomatoes in thick puree	2 ts leaf thyme, crumbled	2 ts sugar	1/4 ts salt	1/4 ts ground black pepper	2 lb string beans, trimmed and alved",,,,
stuffed chicken cyprus style,"greek	poultry	main dish",6 servings,"1    roasting chicken	3 tb vegetable oil or butter	1/2 c  blanched, slivered almonds	3/4 c  raw long-grain white rice	1/2 c  dry white wine	1 1/4 c  water	salt	1 ts ground cinnamon	1 pn granulated sugar	1/2 c  currants	butter or vegetable oil (butter should be melted)",,,,
